position,time,race_num,country,gender,catagory
4956,10:44:44,48720,RSA,M,MAS
4957,10:44:47,44343,RSA,M,VET
4958,10:44:47,40823,RSA,F,SEN
4959,10:44:47,56512,RSA,M,SEN
4960,10:44:49,13925,RSA,F,SEN
4961,10:44:51,42017,RSA,M,SEN
4962,10:44:51,40508,RSA,M,VET
4963,10:44:52,24763,RSA,M,MAS
4964,10:44:52,35637,RSA,M,MAS
4965,10:44:52,36198,RSA,F,VET
4966,10:44:55,16270,RSA,M,SEN
4967,10:44:55,59946,GBR,M,SEN
4968,10:44:56,22147,RSA,M,VET
4969,10:44:59,32974,RSA,F,VET
4970,10:45:01,31644,RSA,M,SEN
4971,10:45:02,51906,RSA,M,VET
4972,10:45:03,49159,RSA,M,SEN
4973,10:45:03,21004,RSA,M,VET
4974,10:45:03,38669,RSA,M,VET
4975,10:45:03,44643,RSA,M,SEN
4976,10:45:03,29864,RSA,M,VET
4977,10:45:03,52910,RSA,M,VET
4978,10:45:03,29628,RSA,F,SEN
4979,10:45:03,15982,RSA,M,SEN
4980,10:45:05,20719,BRA,M,MAS
4981,10:45:08,42968,RSA,F,VET
4982,10:45:08,27926,RSA,M,SEN
4983,10:45:09,49462,RSA,F,MAS
4984,10:45:11,6063,RSA,M,VET
4985,10:45:14,13834,RSA,M,MAS
4986,10:45:16,9277,RSA,M,MAS
4987,10:45:16,7171,RSA,M,VET
4988,10:45:16,14905,RSA,M,MAS
4989,10:45:17,40201,RSA,F,SEN
4990,10:45:18,36560,RSA,M,VET
4991,10:45:20,53689,RSA,M,SEN
4992,10:45:20,22916,RSA,F,SEN
4993,10:45:21,45395,RSA,M,SEN
4994,10:45:22,41667,RSA,M,VET
4995,10:45:22,52444,RSA,M,VET
4996,10:45:25,15894,RSA,M,VET
4997,10:45:25,27174,RSA,M,SEN
4998,10:45:27,31802,RSA,M,SEN
4999,10:45:27,46837,RSA,M,SEN
5000,10:45:28,34228,RSA,M,VET
5001,10:45:28,41833,RSA,M,SEN
5002,10:45:29,19156,RSA,F,MAS
5003,10:45:30,5822,RSA,M,MAS
5004,10:45:30,50966,RSA,M,GM
5005,10:45:32,57305,RSA,M,VET
5006,10:45:36,12792,RSA,M,MAS
5007,10:45:36,39063,RSA,M,VET
5008,10:45:36,19047,RSA,M,SEN
5009,10:45:38,8311,RSA,M,MAS
5010,10:45:38,18007,RSA,M,VET
5011,10:45:38,26561,RSA,M,VET
5012,10:45:38,50919,RSA,M,SEN
5013,10:45:40,47947,RSA,M,VET
5014,10:45:40,56794,RSA,F,SEN
5015,10:45:40,45258,RSA,M,SEN
5016,10:45:40,52871,RSA,M,SEN
5017,10:45:41,49687,RSA,M,VET
5018,10:45:42,47416,RSA,M,SEN
5019,10:45:42,19206,RSA,M,VET
5020,10:45:45,41878,RSA,M,VET
5021,10:45:45,32994,RSA,M,VET
5022,10:45:46,56262,RSA,M,VET
5023,10:45:46,40095,RSA,F,SEN
5024,10:45:46,9871,RSA,M,MAS
5025,10:45:48,16547,RSA,M,VET
5026,10:45:48,50360,RSA,M,SEN
5027,10:45:51,15818,AUS,M,MAS
5028,10:45:51,19349,RSA,M,SEN
5029,10:45:51,47170,RSA,M,SEN
5030,10:45:51,54445,RSA,F,SEN
5031,10:45:51,53564,RSA,M,SEN
5032,10:45:51,22965,GER,F,VET
5033,10:45:52,15936,RSA,M,SEN
5034,10:45:55,21748,RSA,M,SEN
5035,10:45:57,55738,RSA,M,SEN
5036,10:45:58,59504,RSA,M,VET
5037,10:45:59,28365,RSA,M,VET
5038,10:45:59,50331,RSA,M,SEN
5039,10:46:00,19419,RSA,M,SEN
5040,10:46:00,41806,RSA,F,SEN
5041,10:46:03,43574,RSA,M,VET
5042,10:46:03,24071,RSA,M,SEN
5043,10:46:05,31932,RSA,M,VET
5044,10:46:06,48154,RSA,M,GM
5045,10:46:06,17188,RSA,F,SEN
5046,10:46:06,20552,GBR,F,SEN
5047,10:46:07,18302,RSA,M,VET
5048,10:46:07,42194,RSA,M,GM
5049,10:46:07,31459,RSA,M,SEN
5050,10:46:15,38318,RSA,M,VET
5051,10:46:15,19979,RSA,F,SEN
5052,10:46:16,40203,RSA,M,VET
5053,10:46:18,42338,RSA,M,VET
5054,10:46:21,33183,RSA,M,SEN
5055,10:46:22,35202,RSA,F,VET
5056,10:46:23,22225,RSA,M,SEN
5057,10:46:24,44741,RSA,M,SEN
5058,10:46:24,49543,RSA,F,VET
5059,10:46:24,1730,RSA,M,SEN
5060,10:46:26,29975,BRA,M,SEN
5061,10:46:27,31024,RSA,M,VET
5062,10:46:28,46766,RSA,M,SEN
5063,10:46:30,59663,RSA,F,MAS
5064,10:46:30,54481,RSA,F,SEN
5065,10:46:31,21529,RSA,M,MAS
5066,10:46:31,53061,RSA,F,VET
5067,10:46:31,52974,RSA,M,VET
5068,10:46:31,38214,RSA,M,SEN
5069,10:46:32,42309,RSA,M,MAS
5070,10:46:32,43727,RSA,M,VET
5071,10:46:33,36624,CAN,M,VET
5072,10:46:33,23518,RSA,M,VET
5073,10:46:34,32921,RSA,M,GM
5074,10:46:34,47925,RSA,F,SEN
5075,10:46:34,14985,RSA,F,VET
5076,10:46:35,54886,RSA,M,SEN
5077,10:46:36,49977,RSA,M,SEN
5078,10:46:37,32988,RSA,M,SEN
5079,10:46:38,19877,RSA,M,VET
5080,10:46:39,44255,RSA,M,SEN
5081,10:46:39,29388,POR,M,VET
5082,10:46:39,43270,POR,M,VET
5083,10:46:40,25742,RSA,M,SEN
5084,10:46:41,51208,RSA,F,SEN
5085,10:46:41,54331,RSA,F,SEN
5086,10:46:42,14972,RSA,M,MAS
5087,10:46:42,38848,RSA,M,VET
5088,10:46:43,16742,RSA,M,SEN
5089,10:46:43,55943,RSA,M,SEN
5090,10:46:43,16695,RSA,M,VET
5091,10:46:44,59316,RSA,M,VET
5092,10:46:47,42137,RSA,F,VET
5093,10:46:48,14158,RSA,F,MAS
5094,10:46:48,10053,RSA,M,SEN
5095,10:46:49,34363,RSA,M,SEN
5096,10:46:49,29473,RSA,M,VET
5097,10:46:51,25380,RSA,M,SEN
5098,10:46:52,58347,RSA,M,VET
5099,10:46:53,42754,RSA,M,MAS
5100,10:46:54,30168,RSA,F,VET
5101,10:46:55,44298,RSA,M,MAS
5102,10:46:55,46183,RSA,F,SEN
5103,10:46:57,43535,RSA,M,VET
5104,10:46:57,36778,RSA,M,SEN
5105,10:46:59,29526,RSA,F,MAS
5106,10:47:02,24274,RSA,M,VET
5107,10:47:02,53363,RSA,F,VET
5108,10:47:03,55109,RSA,M,SEN
5109,10:47:04,15929,RSA,F,VET
5110,10:47:04,49252,RSA,M,VET
5111,10:47:05,22176,RSA,M,SEN
5112,10:47:06,55086,ZIM,M,SEN
5113,10:47:06,10553,RSA,F,SEN
5114,10:47:06,16529,RSA,F,SEN
5115,10:47:06,17173,RSA,M,MAS
5116,10:47:09,48053,RSA,M,VET
5117,10:47:11,39124,RSA,F,VET
5118,10:47:12,29495,RSA,F,SEN
5119,10:47:13,54386,RSA,M,SEN
5120,10:47:13,21614,RSA,F,SEN
5121,10:47:15,48372,RSA,M,SEN
5122,10:47:16,16670,RSA,M,VET
5123,10:47:17,37816,RSA,M,VET
5124,10:47:18,50391,RSA,M,VET
5125,10:47:20,50718,MAS,M,VET
5126,10:47:22,11962,RSA,M,VET
5127,10:47:23,48991,RSA,M,SEN
5128,10:47:24,52973,RSA,M,VET
5129,10:47:27,10144,RSA,M,VET
5130,10:47:29,37559,RSA,M,VET
5131,10:47:32,41740,RSA,M,SEN
5132,10:47:36,14126,RSA,M,VET
5133,10:47:36,27439,RSA,F,SEN
5134,10:47:36,24099,RSA,F,SEN
5135,10:47:37,29057,RSA,F,VET
5136,10:47:38,58782,RSA,F,VET
5137,10:47:39,52240,ZIM,M,SEN
5138,10:47:40,32531,RSA,F,MAS
5139,10:47:40,39586,RSA,M,VET
5140,10:47:41,37610,RSA,M,VET
5141,10:47:41,53232,RSA,M,VET
5142,10:47:41,53525,RSA,M,SEN
5143,10:47:42,54489,RSA,M,SEN
5144,10:47:43,18643,RSA,M,VET
5145,10:47:43,46100,RSA,M,SEN
5146,10:47:43,16872,RSA,F,SEN
5147,10:47:46,49994,JPN,M,GM
5148,10:47:46,29801,RSA,M,SEN
5149,10:47:47,28715,RSA,M,SEN
5150,10:47:47,50964,USA,M,GM
5151,10:47:48,40005,RSA,F,VET
5152,10:47:48,54604,RSA,F,VET
5153,10:47:48,10517,RSA,M,SEN
5154,10:47:50,28060,RSA,M,VET
5155,10:47:51,12925,RSA,M,VET
5156,10:47:52,56156,GBR,F,SEN
5157,10:47:53,27782,RSA,M,SEN
5158,10:47:53,26105,RSA,M,SEN
5159,10:47:54,55377,RSA,M,SEN
5160,10:47:58,45511,RSA,F,MAS
5161,10:47:59,19461,RSA,F,VET
5162,10:48:00,42226,RSA,M,SEN
5163,10:48:01,19308,RSA,M,SEN
5164,10:48:01,16037,RSA,M,SEN
5165,10:48:02,59458,RSA,M,SEN
5166,10:48:02,17701,RSA,M,VET
5167,10:48:06,15750,RSA,F,SEN
5168,10:48:07,54110,GBR,M,VET
5169,10:48:10,3443,RSA,M,VET
5170,10:48:10,28513,RSA,M,MAS
5171,10:48:11,43498,RSA,M,VET
5172,10:48:15,33826,RSA,M,VET
5173,10:48:15,21804,RSA,M,SEN
5174,10:48:15,59450,RSA,M,VET
5175,10:48:19,26897,RSA,M,SEN
5176,10:48:20,27655,RSA,M,SEN
5177,10:48:21,59440,RSA,M,SEN
5178,10:48:22,47528,RSA,M,SEN
5179,10:48:23,53579,RSA,M,SEN
5180,10:48:24,27060,RSA,M,SEN
5181,10:48:26,29029,RSA,M,SEN
5182,10:48:27,39964,RSA,F,VET
5183,10:48:27,20819,RSA,M,SEN
5184,10:48:28,33162,RSA,M,SEN
5185,10:48:29,8342,RSA,M,GM
5186,10:48:29,13306,RSA,M,SEN
5187,10:48:29,51539,RSA,M,VET
5188,10:48:30,27391,RSA,F,VET
5189,10:48:30,12344,RSA,M,SEN
5190,10:48:31,7502,RSA,M,MAS
5191,10:48:31,56741,RSA,F,SEN
5192,10:48:32,29957,RSA,M,VET
5193,10:48:32,31855,USA,F,VET
5194,10:48:32,50342,GBR,M,SEN
5195,10:48:33,15500,RSA,F,VET
5196,10:48:33,42773,RSA,M,SEN
5197,10:48:33,29574,RSA,M,VET
5198,10:48:34,31665,RSA,M,MAS
5199,10:48:36,34792,RSA,M,SEN
5200,10:48:36,30980,RSA,M,SEN
5201,10:48:38,25427,RSA,M,MAS
5202,10:48:38,15779,RSA,M,SEN
5203,10:48:40,11520,RSA,M,VET
5204,10:48:41,51123,RSA,M,SEN
5205,10:48:41,17321,NED,M,VET
5206,10:48:43,48283,RSA,M,VET
5207,10:48:44,54239,RSA,M,MAS
5208,10:48:44,48894,RSA,M,VET
5209,10:48:44,49908,RSA,F,VET
5210,10:48:45,15457,RSA,M,VET
5211,10:48:46,20467,RSA,F,VET
5212,10:48:47,28163,RSA,M,MAS
5213,10:48:47,47678,IRL,M,MAS
5214,10:48:47,30722,RSA,F,VET
5215,10:48:55,40265,RSA,M,SEN
5216,10:48:57,28470,RSA,M,SEN
5217,10:48:57,18195,RSA,M,MAS
5218,10:48:57,36272,RSA,M,VET
5219,10:48:58,34554,RSA,M,VET
5220,10:49:01,53642,GER,M,MAS
5221,10:49:01,15136,RSA,M,SEN
5222,10:49:02,14861,RSA,M,MAS
5223,10:49:02,31680,RSA,M,VET
5224,10:49:03,5829,RSA,M,MAS
5225,10:49:04,34834,RSA,M,VET
5226,10:49:04,37015,RSA,M,VET
5227,10:49:04,44342,RSA,M,MAS
5228,10:49:04,40924,RSA,M,VET
5229,10:49:04,41069,GBR,M,SEN
5230,10:49:05,32909,RSA,M,VET
5231,10:49:06,56482,RSA,M,SEN
5232,10:49:06,14762,JPN,M,SEN
5233,10:49:08,33615,POR,M,SEN
5234,10:49:10,33120,RSA,M,SEN
5235,10:49:13,29491,RSA,M,SEN
5236,10:49:14,52478,RSA,M,SEN
5237,10:49:14,53559,RSA,M,SEN
5238,10:49:15,43935,RSA,M,SEN
5239,10:49:15,20423,RSA,M,SEN
5240,10:49:16,24192,RSA,F,SEN
5241,10:49:16,57081,RSA,M,SEN
5242,10:49:17,8670,RSA,M,SEN
5243,10:49:18,8743,RSA,M,MAS
5244,10:49:18,42766,RSA,M,VET
5245,10:49:19,9663,RSA,M,MAS
5246,10:49:21,34879,RSA,M,VET
5247,10:49:21,21219,USA,M,SEN
5248,10:49:22,9013,RSA,M,VET
5249,10:49:23,34422,RSA,M,SEN
5250,10:49:25,32694,RSA,M,SEN
5251,10:49:28,55474,RSA,M,VET
5252,10:49:28,55771,GBR,M,MAS
5253,10:49:31,13172,RSA,M,SEN
5254,10:49:32,32995,RSA,M,SEN
5255,10:49:32,23239,AUS,F,VET
5256,10:49:36,19767,RSA,M,VET
5257,10:49:36,47417,RSA,M,SEN
5258,10:49:38,33905,RSA,M,SEN
5259,10:49:40,11515,RSA,M,MAS
5260,10:49:40,15196,RSA,M,SEN
5261,10:49:42,28316,RSA,M,VET
5262,10:49:44,38011,RSA,M,MAS
5263,10:49:44,39284,RSA,F,VET
5264,10:49:44,54401,RSA,F,VET
5265,10:49:48,39170,RSA,M,MAS
5266,10:49:49,43673,IND,M,SEN
5267,10:49:51,31426,RSA,M,SEN
5268,10:49:53,49005,RSA,M,VET
5269,10:49:53,57641,RSA,M,VET
5270,10:49:54,53191,RSA,F,SEN
5271,10:49:54,16892,RSA,F,VET
5272,10:49:55,52396,RSA,M,VET
5273,10:49:55,16469,RSA,F,SEN
5274,10:49:56,54497,RSA,M,VET
5275,10:49:58,20611,GBR,M,VET
5276,10:49:59,30274,ZIM,M,MAS
5277,10:49:59,20644,RSA,M,SEN
5278,10:50:03,52056,RSA,M,VET
5279,10:50:04,38763,RSA,F,SEN
5280,10:50:04,43168,BOT,M,VET
5281,10:50:05,29159,RSA,M,GM
5282,10:50:05,41168,RSA,M,SEN
5283,10:50:08,19687,RSA,M,SEN
5284,10:50:08,19688,RSA,F,SEN
5285,10:50:08,16455,RSA,M,SEN
5286,10:50:09,45063,RSA,M,VET
5287,10:50:12,51502,RSA,M,VET
5288,10:50:13,54787,RSA,M,VET
5289,10:50:14,7116,RSA,M,VET
5290,10:50:17,51224,RSA,M,VET
5291,10:50:17,42958,RSA,F,SEN
5292,10:50:19,41583,RSA,M,VET
5293,10:50:20,34245,RSA,M,SEN
5294,10:50:20,12658,RSA,F,SEN
5295,10:50:20,53031,RSA,M,SEN
5296,10:50:20,53034,RSA,M,SEN
5297,10:50:21,14408,RSA,M,VET
5298,10:50:24,55680,IRL,M,SEN
5299,10:50:25,38291,RSA,M,SEN
5300,10:50:25,19759,RSA,M,VET
5301,10:50:26,40389,RSA,M,SEN
5302,10:50:28,39396,RSA,M,VET
5303,10:50:28,42016,RSA,M,VET
5304,10:50:30,45040,RSA,M,SEN
5305,10:50:30,59743,RSA,M,SEN
5306,10:50:31,29617,RSA,M,SEN
5307,10:50:33,48913,RSA,M,VET
5308,10:50:33,10825,RSA,M,SEN
5309,10:50:35,40014,RSA,M,SEN
5310,10:50:35,12353,RSA,M,VET
5311,10:50:36,38640,RSA,M,MAS
5312,10:50:36,24040,SUI,M,VET
5313,10:50:37,39809,RSA,M,VET
5314,10:50:37,20236,RSA,F,VET
5315,10:50:38,52515,RSA,F,VET
5316,10:50:38,32932,RSA,M,VET
5317,10:50:38,20647,GBR,M,SEN
5318,10:50:38,16574,RSA,M,SEN
5319,10:50:39,18165,RSA,F,VET
5320,10:50:39,24937,AUS,M,VET
5321,10:50:40,8216,RSA,M,MAS
5322,10:50:40,14857,RSA,M,SEN
5323,10:50:41,32163,RSA,F,SEN
5324,10:50:42,53614,RSA,M,SEN
5325,10:50:44,55305,RSA,F,SEN
5326,10:50:45,29831,RSA,M,MAS
5327,10:50:45,22012,GBR,M,VET
5328,10:50:45,15076,RSA,M,VET
5329,10:50:47,47818,RSA,M,SEN
5330,10:50:48,32256,RSA,M,VET
5331,10:50:51,15295,RSA,M,MAS
5332,10:50:51,42852,RSA,F,VET
5333,10:50:52,9405,RSA,M,MAS
5334,10:50:52,31997,RSA,M,VET
5335,10:50:52,31773,RSA,F,SEN
5336,10:50:52,12394,RSA,F,SEN
5337,10:50:53,15047,RSA,M,SEN
5338,10:50:54,49386,RSA,M,MAS
5339,10:50:57,49289,RSA,M,SEN
5340,10:50:57,28654,RSA,M,SEN
5341,10:50:58,18486,RSA,F,SEN
5342,10:50:58,16817,RSA,M,SEN
5343,10:51:00,6979,RSA,F,VET
5344,10:51:01,22465,RSA,M,VET
5345,10:51:01,16443,RSA,F,SEN
5346,10:51:03,14595,RSA,M,GM
5347,10:51:03,17789,RSA,F,SEN
5348,10:51:05,19531,RSA,M,SEN
5349,10:51:07,24118,RSA,F,SEN
5350,10:51:08,59019,RSA,M,MAS
5351,10:51:10,49641,RSA,F,SEN
5352,10:51:11,11371,RSA,M,SEN
5353,10:51:12,52084,RSA,M,SEN
5354,10:51:13,35924,RSA,F,SEN
5355,10:51:13,54034,RSA,M,VET
5356,10:51:13,36064,RSA,M,VET
5357,10:51:14,44223,RSA,M,MAS
5358,10:51:14,30731,RSA,F,VET
5359,10:51:14,40361,RSA,M,SEN
5360,10:51:14,50278,RSA,F,SEN
5361,10:51:15,13363,RSA,M,SEN
5362,10:51:15,37237,RSA,M,MAS
5363,10:51:15,31294,AUS,M,SEN
5364,10:51:15,39791,RSA,F,VET
5365,10:51:17,49280,RSA,F,VET
5366,10:51:20,53327,RSA,M,VET
5367,10:51:21,33463,RSA,M,GM
5368,10:51:22,42919,RSA,F,VET
5369,10:51:22,46476,RSA,M,VET
5370,10:51:22,53793,RSA,M,SEN
5371,10:51:23,21000,RSA,M,VET
5372,10:51:24,42737,RSA,M,SEN
5373,10:51:25,18772,RSA,M,SEN
5374,10:51:28,45638,RSA,F,SEN
5375,10:51:29,3027,RSA,M,SEN
5376,10:51:30,24615,RSA,M,SEN
5377,10:51:31,31443,RSA,M,VET
5378,10:51:31,58980,RSA,M,SEN
5379,10:51:31,53574,RSA,M,VET
5380,10:51:32,50474,RSA,F,SEN
5381,10:51:32,53916,RSA,M,VET
5382,10:51:33,27886,RSA,M,MAS
5383,10:51:33,5900,RSA,M,VET
5384,10:51:33,52855,RSA,F,SEN
5385,10:51:33,21045,RSA,M,VET
5386,10:51:33,52866,RSA,M,VET
5387,10:51:33,50669,RSA,M,SEN
5388,10:51:34,40677,RSA,F,VET
5389,10:51:34,25083,RSA,F,VET
5390,10:51:34,27098,RSA,M,VET
5391,10:51:34,19457,RSA,M,VET
5392,10:51:35,27325,RSA,M,SEN
5393,10:51:35,58463,RSA,M,VET
5394,10:51:35,25402,RSA,M,SEN
5395,10:51:36,32539,RSA,M,VET
5396,10:51:36,38046,RSA,M,VET
5397,10:51:37,52181,RSA,M,SEN
5398,10:51:38,20761,HKG,F,VET
5399,10:51:41,15302,RSA,M,GM
5400,10:51:41,55129,RSA,M,SEN
5401,10:51:41,21848,RSA,F,SEN
5402,10:51:41,58305,RSA,M,VET
5403,10:51:44,48890,RSA,M,VET
5404,10:51:44,35808,RSA,M,SEN
5405,10:51:44,32494,RSA,M,SEN
5406,10:51:45,30557,RSA,M,VET
5407,10:51:45,21604,RSA,F,VET
5408,10:51:45,36496,RSA,M,SEN
5409,10:51:46,12239,RSA,M,VET
5410,10:51:46,32981,RSA,M,MAS
5411,10:51:46,54417,RSA,M,SEN
5412,10:51:46,53911,RSA,M,SEN
5413,10:51:47,31632,RSA,M,SEN
5414,10:51:50,25066,RSA,M,SEN
5415,10:51:51,36038,RSA,M,VET
5416,10:51:51,46779,RSA,M,SEN
5417,10:51:52,54765,RSA,M,MAS
5418,10:51:53,9955,RSA,M,MAS
5419,10:51:53,15337,RSA,M,VET
5420,10:51:53,36753,RSA,M,VET
5421,10:51:55,45700,RSA,M,VET
5422,10:51:57,54510,RSA,M,SEN
5423,10:51:58,53144,RSA,M,MAS
5424,10:51:59,54857,RSA,M,VET
5425,10:52:00,24753,RSA,M,SEN
5426,10:52:00,25147,RSA,M,SEN
5427,10:52:02,15900,RSA,M,VET
5428,10:52:02,9106,RSA,M,MAS
5429,10:52:02,58687,RSA,M,VET
5430,10:52:04,39616,RSA,M,SEN
5431,10:52:04,16395,RSA,M,SEN
5432,10:52:04,14400,RSA,M,SEN
5433,10:52:05,14538,RSA,M,VET
5434,10:52:05,16196,RSA,M,SEN
5435,10:52:06,57679,RSA,F,VET
5436,10:52:07,41925,RSA,M,SEN
5437,10:52:08,5788,RSA,M,MAS
5438,10:52:08,43430,RSA,M,SEN
5439,10:52:08,31753,USA,M,MAS
5440,10:52:08,25074,RSA,M,SEN
5441,10:52:10,46383,RSA,M,SEN
5442,10:52:11,33028,RSA,F,SEN
5443,10:52:13,45825,RSA,F,VET
5444,10:52:14,28499,RSA,M,VET
5445,10:52:14,50085,RSA,M,SEN
5446,10:52:16,53090,RSA,M,SEN
5447,10:52:16,55596,RSA,M,VET
5448,10:52:18,55372,RSA,M,SEN
5449,10:52:19,46905,SWZ,F,MAS
5450,10:52:19,48651,RSA,M,SEN
5451,10:52:20,34222,RSA,M,VET
5452,10:52:21,46443,RSA,M,SEN
5453,10:52:22,55101,RSA,M,MAS
5454,10:52:22,30232,RSA,M,SEN
5455,10:52:23,15501,RSA,M,SEN
5456,10:52:23,32206,GBR,M,SEN
5457,10:52:23,39698,RSA,F,VET
5458,10:52:24,2319,RSA,M,VET
5459,10:52:24,50802,RSA,M,MAS
5460,10:52:24,16755,RSA,F,VET
5461,10:52:25,45915,RSA,M,SEN
5462,10:52:26,31602,RSA,M,VET
5463,10:52:26,18773,RSA,F,VET
5464,10:52:26,20933,UAE,M,VET
5465,10:52:27,33867,RSA,M,VET
5466,10:52:27,59543,RSA,M,VET
5467,10:52:27,48631,UAE,M,VET
5468,10:52:28,35448,RSA,M,VET
5469,10:52:28,41067,RSA,F,SEN
5470,10:52:29,33001,RSA,M,VET
5471,10:52:29,38940,RSA,F,SEN
5472,10:52:30,13675,RSA,M,SEN
5473,10:52:32,4086,RSA,M,MAS
5474,10:52:32,9238,RSA,F,MAS
5475,10:52:32,16780,RSA,M,SEN
5476,10:52:33,33817,RSA,F,VET
5477,10:52:33,42568,RSA,F,VET
5478,10:52:34,54337,RSA,M,SEN
5479,10:52:36,33499,RSA,M,SEN
5480,10:52:36,31128,RSA,M,VET
5481,10:52:37,37127,RSA,M,MAS
5482,10:52:38,32515,RSA,M,VET
5483,10:52:39,39459,RSA,M,MAS
5484,10:52:39,46992,RSA,F,VET
5485,10:52:41,20202,RSA,M,MAS
5486,10:52:41,48992,RSA,M,VET
5487,10:52:41,21593,RSA,M,VET
5488,10:52:42,37404,RSA,M,MAS
5489,10:52:42,22462,RSA,M,VET
5490,10:52:44,50867,RSA,M,MAS
5491,10:52:44,32839,RSA,M,SEN
5492,10:52:45,37979,RSA,M,VET
5493,10:52:47,8351,NAM,M,MAS
5494,10:52:47,33992,RSA,M,VET
5495,10:52:47,44130,AUS,M,SEN
5496,10:52:48,14866,RSA,M,MAS
5497,10:52:48,56368,RSA,M,SEN
5498,10:52:48,30015,AUS,F,VET
5499,10:52:48,34518,RSA,F,SEN
5500,10:52:48,47593,ZIM,F,SEN
5501,10:52:49,17327,RSA,M,SEN
5502,10:52:50,27816,RSA,M,SEN
5503,10:52:51,11302,RSA,F,SEN
5504,10:52:53,55383,RSA,F,SEN
5505,10:52:53,33593,RSA,M,VET
5506,10:52:53,52850,RSA,M,VET
5507,10:52:53,27150,RSA,M,SEN
5508,10:52:54,32044,RSA,M,VET
5509,10:52:54,59902,RSA,M,VET
5510,10:52:55,32681,RSA,M,VET
5511,10:52:55,5971,RSA,M,VET
5512,10:52:55,51180,RSA,M,VET
5513,10:52:56,44198,RSA,M,SEN
5514,10:52:56,55499,RSA,M,VET
5515,10:52:57,50748,RSA,M,SEN
5516,10:52:57,23192,USA,M,SEN
5517,10:52:58,44764,RSA,M,SEN
5518,10:52:58,53868,RSA,F,SEN
5519,10:52:59,40801,RSA,M,MAS
5520,10:53:00,8768,RSA,M,SEN
5521,10:53:00,26511,RSA,M,VET
5522,10:53:03,7774,RSA,M,VET
5523,10:53:04,55568,RSA,M,GM
5524,10:53:05,56161,ZIM,M,SEN
5525,10:53:06,55473,GBR,M,SEN
5526,10:53:07,50088,RSA,F,MAS
5527,10:53:08,33849,RSA,M,MAS
5528,10:53:08,59313,RSA,M,SEN
5529,10:53:10,43312,RSA,F,VET
5530,10:53:10,46498,RSA,M,SEN
5531,10:53:11,55155,RSA,M,SEN
5532,10:53:11,16102,RSA,M,SEN
5533,10:53:11,16146,RSA,F,SEN
5534,10:53:12,16192,RSA,F,SEN
5535,10:53:13,32444,RSA,F,VET
5536,10:53:13,58798,RSA,F,VET
5537,10:53:16,19951,IND,M,VET
5538,10:53:17,45189,RSA,M,SEN
5539,10:53:17,51788,RSA,F,VET
5540,10:53:18,27444,RSA,M,VET
5541,10:53:18,25027,RSA,M,SEN
5542,10:53:18,25112,RSA,M,MAS
5543,10:53:19,30827,RSA,F,VET
5544,10:53:19,36874,RSA,M,SEN
5545,10:53:19,29091,RSA,M,SEN
5546,10:53:19,54917,RSA,M,SEN
5547,10:53:19,16948,RSA,M,SEN
5548,10:53:21,54581,RSA,M,VET
5549,10:53:21,55656,RSA,M,SEN
5550,10:53:22,36295,RSA,M,VET
5551,10:53:22,28457,RSA,F,SEN
5552,10:53:22,54903,RSA,M,SEN
5553,10:53:23,58191,RSA,M,MAS
5554,10:53:23,54341,RSA,F,VET
5555,10:53:24,41130,RSA,M,SEN
5556,10:53:24,40936,USA,M,SEN
5557,10:53:25,59419,RSA,M,MAS
5558,10:53:26,18797,RSA,M,VET
5559,10:53:27,50279,SUI,M,SEN
5560,10:53:28,20446,RSA,F,VET
5561,10:53:28,48011,RSA,F,VET
5562,10:53:28,22446,RSA,F,SEN
5563,10:53:29,24913,RSA,M,VET
5564,10:53:30,55742,RSA,F,SEN
5565,10:53:30,54970,RSA,M,SEN
5566,10:53:31,39248,MAW,M,SEN
5567,10:53:32,19825,RSA,M,VET
5568,10:53:32,15094,RSA,F,SEN
5569,10:53:33,12452,RSA,M,VET
5570,10:53:34,17455,RSA,M,MAS
5571,10:53:34,23068,GER,M,GM
5572,10:53:35,47723,RSA,M,SEN
5573,10:53:35,39999,RSA,F,VET
5574,10:53:36,21940,USA,F,VET
5575,10:53:37,59011,RSA,F,SEN
5576,10:53:40,35545,RSA,M,SEN
5577,10:53:40,32522,ENG,M,VET
5578,10:53:40,47817,RSA,M,VET
5579,10:53:41,48078,USA,F,SEN
5580,10:53:42,34078,RSA,M,MAS
5581,10:53:42,32316,GBR,M,SEN
5582,10:53:43,16610,RSA,M,SEN
5583,10:53:43,18843,RSA,F,SEN
5584,10:53:43,20565,CAN,F,SEN
5585,10:53:44,19092,RSA,F,SEN
5586,10:53:45,8825,RSA,M,VET
5587,10:53:46,59735,RSA,M,SEN
5588,10:53:48,34987,RSA,M,VET
5589,10:53:48,26273,RSA,M,VET
5590,10:53:49,49698,RSA,M,SEN
5591,10:53:50,43586,RSA,M,VET
5592,10:53:50,47238,RSA,M,VET
5593,10:53:52,25889,RSA,M,MAS
5594,10:53:52,55218,RSA,M,SEN
5595,10:53:52,10372,RSA,M,SEN
5596,10:53:53,38110,RSA,M,SEN
5597,10:53:54,34290,RSA,M,MAS
5598,10:53:54,23330,RSA,M,VET
5599,10:53:54,52032,RSA,M,SEN
5600,10:53:56,45410,RSA,M,VET
5601,10:53:57,21536,RSA,M,MAS
5602,10:53:57,39299,RSA,M,SEN
5603,10:54:00,1466,RSA,M,MAS
