position,time,race_num,country,gender,catagory
1805,09:06:17,51203,RSA,M,SEN
1806,09:06:17,20404,AUS,M,MAS
1807,09:06:19,31962,RSA,M,VET
1808,09:06:19,23199,BRA,M,SEN
1809,09:06:20,33255,RSA,M,VET
1810,09:06:20,14404,RSA,M,VET
1811,09:06:20,13486,RSA,F,VET
1812,09:06:32,53809,RSA,M,VET
1813,09:07:01,41680,RSA,M,MAS
1814,09:07:06,25960,BRA,M,MAS
1815,09:07:07,48507,RSA,M,SEN
1816,09:07:07,53901,RSA,M,SEN
1817,09:07:07,57436,RSA,F,SEN
1818,09:07:12,29041,RSA,M,MAS
1819,09:07:12,20017,RSA,M,SEN
1820,09:07:25,20568,GBR,M,SEN
1821,09:07:26,50819,RSA,M,SEN
1822,09:07:27,7298,RSA,M,MAS
1823,09:07:30,25305,RSA,M,SEN
1824,09:07:44,54682,RSA,M,SEN
1825,09:07:48,37878,RSA,M,VET
1826,09:07:50,45732,RSA,M,SEN
1827,09:07:52,36514,RSA,F,SEN
1828,09:07:55,38961,RSA,M,VET
1829,09:07:57,39482,BRA,M,VET
1830,09:08:00,54693,RSA,M,VET
1831,09:08:00,41954,RSA,M,SEN
1832,09:08:03,43954,RSA,M,SEN
1833,09:08:03,21775,AUS,M,MAS
1834,09:08:04,58780,RSA,M,SEN
1835,09:08:06,51587,RSA,M,SEN
1836,09:08:08,34061,RSA,M,SEN
1837,09:08:10,51427,RSA,M,SEN
1838,09:08:13,29899,RSA,M,MAS
1839,09:08:13,24281,RSA,F,SEN
1840,09:08:14,55304,RSA,M,SEN
1841,09:08:18,26135,RSA,M,SEN
1842,09:08:19,55427,RSA,M,VET
1843,09:08:19,42073,RSA,M,SEN
1844,09:08:37,46481,RSA,M,SEN
1845,09:08:38,52509,USA,M,VET
1846,09:08:41,13710,RSA,M,VET
1847,09:08:47,25225,RSA,F,SEN
1848,09:08:50,9814,RSA,M,VET
1849,09:08:50,53177,RSA,F,SEN
1850,09:08:50,24941,RSA,M,SEN
1851,09:08:51,48581,RSA,M,SEN
1852,09:08:54,47406,RSA,F,SEN
1853,09:08:58,15728,RSA,M,MAS
1854,09:08:59,24114,RSA,M,VET
1855,09:09:00,53850,RSA,M,SEN
1856,09:09:03,59487,RSA,M,SEN
1857,09:09:19,17011,RSA,M,SEN
1858,09:09:20,36976,RSA,M,VET
1859,09:09:24,40803,RSA,M,VET
1860,09:09:29,33220,RSA,M,SEN
1861,09:09:35,36493,RSA,F,SEN
1862,09:09:36,11093,RSA,M,VET
1863,09:09:38,33600,RSA,M,VET
1864,09:09:46,47150,RSA,M,SEN
1865,09:09:46,37005,USA,M,GM
1866,09:09:49,34384,RSA,M,SEN
1867,09:09:50,37913,RSA,M,SEN
1868,09:09:51,37370,RSA,F,VET
1869,09:09:53,51025,RSA,M,VET
1870,09:09:58,50179,RSA,M,SEN
1871,09:10:03,28292,RSA,M,SEN
1872,09:10:09,55320,GBR,M,SEN
1873,09:10:09,50284,GBR,M,SEN
1874,09:10:17,7251,RSA,M,MAS
1875,09:10:20,42520,RSA,M,SEN
1876,09:10:20,48954,RSA,F,SEN
1877,09:10:26,27709,RSA,M,SEN
1878,09:10:30,53117,RSA,M,SEN
1879,09:10:32,28502,RSA,M,SEN
1880,09:10:33,33819,RSA,M,VET
1881,09:10:36,32428,RSA,M,VET
1882,09:10:37,58853,RSA,M,SEN
1883,09:10:43,41832,RSA,M,SEN
1884,09:10:57,30099,RSA,M,SEN
1885,09:10:57,17775,RSA,M,SEN
1886,09:11:02,19088,RSA,M,MAS
1887,09:11:02,11866,RSA,M,SEN
1888,09:11:08,54160,RSA,M,SEN
1889,09:11:19,48711,RSA,M,VET
1890,09:11:24,8681,RSA,F,VET
1891,09:11:34,49537,RSA,F,SEN
1892,09:11:37,57711,RSA,F,SEN
1893,09:11:42,54671,RSA,M,SEN
1894,09:11:44,19389,RSA,M,SEN
1895,09:11:44,54134,RSA,F,VET
1896,09:11:44,55936,RSA,F,VET
1897,09:11:50,47451,RSA,M,SEN
1898,09:11:52,27095,RSA,M,VET
1899,09:11:54,22687,RSA,M,SEN
1900,09:11:54,41901,RSA,M,SEN
1901,09:11:57,53328,RSA,M,MAS
1902,09:11:57,54463,RSA,M,VET
1903,09:11:57,55555,RSA,F,SEN
1904,09:11:57,57925,RSA,M,SEN
1905,09:11:57,55117,RSA,M,SEN
1906,09:12:00,15403,RSA,M,SEN
1907,09:12:01,44547,RSA,M,MAS
1908,09:12:01,53391,RSA,M,SEN
1909,09:12:04,59683,RSA,M,VET
1910,09:12:12,39946,AUS,M,VET
1911,09:12:15,45599,RSA,M,VET
1912,09:12:17,20556,GBR,M,VET
1913,09:12:18,22386,RSA,M,SEN
1914,09:12:23,23320,RSA,M,GM
1915,09:12:34,30084,RSA,M,VET
1916,09:12:55,12505,RSA,M,SEN
1917,09:13:03,17083,RSA,M,SEN
1918,09:13:04,54284,RSA,F,VET
1919,09:13:04,49832,RSA,F,VET
1920,09:13:06,38372,RSA,M,VET
1921,09:13:08,27643,RSA,M,VET
1922,09:13:08,52251,RSA,M,SEN
1923,09:13:13,16906,RSA,M,VET
1924,09:13:20,19514,RSA,M,SEN
1925,09:13:23,40459,RSA,M,MAS
1926,09:13:24,15185,RSA,M,SEN
1927,09:13:26,17294,RSA,M,VET
1928,09:13:26,53382,RSA,M,SEN
1929,09:13:29,32380,RSA,M,SEN
1930,09:13:29,49566,BRA,M,SEN
1931,09:13:33,52330,RSA,M,SEN
1932,09:13:34,34305,RSA,M,VET
1933,09:13:35,42144,RSA,M,SEN
1934,09:13:36,27368,RSA,F,SEN
1935,09:13:39,32972,RSA,M,SEN
1936,09:13:39,41743,RSA,M,VET
1937,09:13:42,30589,RSA,M,SEN
1938,09:13:43,39782,RSA,M,VET
1939,09:13:48,51662,RSA,M,SEN
1940,09:13:50,17236,RSA,M,VET
1941,09:13:51,27132,RSA,M,SEN
1942,09:13:54,8787,RSA,M,SEN
1943,09:13:58,13481,RSA,M,SEN
1944,09:14:03,36430,RSA,M,SEN
1945,09:14:04,8612,GBR,M,MAS
1946,09:14:04,16115,RSA,F,SEN
1947,09:14:06,56606,RSA,M,SEN
1948,09:14:13,17166,RSA,M,VET
1949,09:14:15,37619,RSA,M,VET
1950,09:14:18,33387,RSA,M,SEN
1951,09:14:24,16831,RSA,M,SEN
1952,09:14:25,13843,RSA,M,SEN
1953,09:14:29,50198,RSA,M,SEN
1954,09:14:30,43141,RSA,M,SEN
1955,09:14:34,54364,RSA,M,MAS
1956,09:14:35,38752,RSA,M,VET
1957,09:14:35,17673,RSA,F,VET
1958,09:14:35,43001,RSA,F,SEN
1959,09:14:42,39361,RSA,M,VET
1960,09:14:43,38254,RSA,M,SEN
1961,09:14:45,50910,RSA,M,VET
1962,09:14:45,32702,RSA,M,SEN
1963,09:14:45,50290,RSA,M,SEN
1964,09:14:50,36888,RSA,M,SEN
1965,09:14:52,18569,RSA,M,VET
1966,09:14:55,34669,RSA,M,SEN
1967,09:14:58,47939,GBR,M,VET
1968,09:15:00,49966,RSA,M,VET
1969,09:15:03,56847,RSA,M,SEN
1970,09:15:05,42215,RSA,M,VET
1971,09:15:06,15635,RSA,F,VET
1972,09:15:13,28141,RSA,M,MAS
1973,09:15:16,31519,RSA,F,VET
1974,09:15:26,53224,RSA,M,SEN
1975,09:15:31,50312,NAM,M,SEN
1976,09:15:34,20879,RSA,M,SEN
1977,09:15:40,44929,RSA,M,VET
1978,09:15:41,56564,RSA,M,SEN
1979,09:15:42,29712,RSA,M,VET
1980,09:15:42,39871,USA,M,SEN
1981,09:15:44,38266,RSA,M,MAS
1982,09:15:45,20993,RSA,M,VET
1983,09:15:45,59546,RSA,M,SEN
1984,09:15:46,36019,RSA,M,SEN
1985,09:15:55,41350,RSA,M,VET
1986,09:15:56,17869,RSA,M,SEN
1987,09:15:58,38263,RSA,M,VET
1988,09:15:58,14996,RSA,M,SEN
1989,09:16:01,33678,RSA,M,SEN
1990,09:16:01,25349,RSA,F,SEN
1991,09:16:02,57234,RSA,F,VET
1992,09:16:02,57234,RSA,M,SEN
1993,09:16:04,41066,RSA,M,SEN
1994,09:16:08,32592,RSA,M,SEN
1995,09:16:15,35333,RSA,M,VET
1996,09:16:17,21295,RSA,F,SEN
1997,09:16:21,11047,RSA,M,SEN
1998,09:16:21,52574,BRA,M,VET
1999,09:16:24,41906,RSA,M,SEN
2000,09:16:28,49145,RSA,M,VET
2001,09:16:33,9305,ARG,M,VET
2002,09:16:36,54861,RSA,M,SEN
2003,09:16:37,27286,RSA,M,MAS
2004,09:16:43,31713,RSA,M,MAS
2005,09:16:52,48605,RSA,M,SEN
2006,09:16:52,28321,RSA,M,VET
2007,09:16:52,58963,RSA,M,SEN
2008,09:16:56,58475,RSA,M,VET
2009,09:16:57,59266,RSA,M,VET
2010,09:17:00,39136,RSA,M,VET
2011,09:17:00,59842,RSA,M,SEN
2012,09:17:05,27626,RSA,M,SEN
2013,09:17:05,58776,RSA,F,SEN
2014,09:17:11,40980,RSA,M,VET
2015,09:17:11,49730,RSA,M,MAS
2016,09:17:12,12828,RSA,F,VET
2017,09:17:12,17425,RSA,M,SEN
2018,09:17:20,45177,RSA,F,MAS
2019,09:17:22,32935,RSA,M,SEN
2020,09:17:31,39275,RSA,M,MAS
2021,09:17:31,31804,RSA,M,VET
2022,09:17:35,41206,RSA,M,VET
2023,09:17:38,4867,RSA,M,VET
2024,09:17:40,55456,RSA,M,SEN
2025,09:17:40,55623,RSA,M,SEN
2026,09:17:44,32021,RSA,M,MAS
2027,09:17:50,25461,RSA,M,MAS
2028,09:17:52,31975,RSA,M,GM
2029,09:17:54,34958,RSA,M,SEN
2030,09:17:55,19033,RSA,M,MAS
2031,09:17:55,46176,RSA,M,MAS
2032,09:17:55,46362,RSA,F,SEN
2033,09:17:56,24332,AUS,M,SEN
2034,09:17:58,30831,RSA,M,MAS
2035,09:17:59,4810,USA,M,VET
2036,09:18:02,40167,RSA,F,VET
2037,09:18:02,51637,RSA,M,VET
2038,09:18:02,56781,USA,F,SEN
2039,09:18:03,23456,RSA,M,SEN
2040,09:18:05,54164,RSA,M,SEN
2041,09:18:05,53768,RSA,M,SEN
2042,09:18:16,44909,SWE,M,VET
2043,09:18:17,59738,RSA,M,SEN
2044,09:18:17,23929,RSA,M,SEN
2045,09:18:18,41723,RSA,M,VET
2046,09:18:22,33745,RSA,M,VET
2047,09:18:26,57926,RSA,M,SEN
2048,09:18:27,18099,RSA,M,SEN
2049,09:18:27,45545,RSA,M,SEN
2050,09:18:28,17051,RSA,M,VET
2051,09:18:28,23530,RSA,M,VET
2052,09:18:35,59847,RSA,M,VET
2053,09:18:35,20999,SIN,M,VET
2054,09:18:44,52405,RSA,M,VET
2055,09:18:46,24874,RSA,M,SEN
2056,09:18:48,28119,RSA,M,SEN
2057,09:18:49,48362,RSA,M,MAS
2058,09:18:51,27631,RSA,M,VET
2059,09:18:51,24322,RSA,M,VET
2060,09:18:53,55989,RSA,M,SEN
2061,09:18:54,32744,RSA,M,SEN
2062,09:18:57,14096,RSA,F,VET
2063,09:18:57,27037,RSA,M,VET
2064,09:18:57,13799,GBR,M,MAS
2065,09:19:05,51576,RSA,M,VET
2066,09:19:05,59199,RSA,M,SEN
2067,09:19:06,36276,RSA,M,SEN
2068,09:19:06,264,RSA,M,SEN
2069,09:19:07,39773,RSA,M,VET
2070,09:19:08,49082,FRA,M,MAS
2071,09:19:11,39193,RSA,M,SEN
2072,09:19:16,53272,RSA,F,SEN
2073,09:19:27,76,RSA,M,SEN
2074,09:19:27,48030,RSA,M,VET
2075,09:19:36,31305,RSA,M,VET
2076,09:19:37,59292,RSA,M,VET
2077,09:19:38,14774,RSA,M,VET
2078,09:19:44,53617,RSA,M,VET
2079,09:19:45,33185,AUS,M,SEN
2080,09:19:53,28637,RSA,F,SEN
2081,09:19:54,57352,RSA,M,SEN
2082,09:19:55,38570,RSA,M,SEN
2083,09:19:57,37363,RSA,M,SEN
2084,09:20:06,24741,RSA,M,SEN
2085,09:20:07,25390,RSA,M,VET
2086,09:20:14,18934,RSA,M,VET
2087,09:20:16,17205,RSA,M,SEN
2088,09:20:26,33096,RSA,M,GM
2089,09:20:27,41962,RSA,M,VET
2090,09:20:28,23466,RSA,M,SEN
2091,09:20:29,18550,RSA,M,MAS
2092,09:20:30,55334,RSA,M,SEN
2093,09:20:33,3965,RSA,M,VET
2094,09:20:33,59537,RSA,M,VET
2095,09:20:34,50047,RSA,M,VET
2096,09:20:35,27895,RSA,M,VET
2097,09:20:40,47717,RSA,M,SEN
2098,09:20:40,10584,RSA,M,SEN
2099,09:20:41,18873,RSA,F,VET
2100,09:20:45,51928,RSA,M,SEN
2101,09:20:47,54617,RSA,M,SEN
2102,09:20:49,28256,RSA,M,VET
2103,09:20:51,36283,RSA,M,SEN
2104,09:20:51,39326,RSA,M,SEN
2105,09:21:01,33894,RSA,M,VET
2106,09:21:02,39847,RSA,M,SEN
2107,09:21:15,22029,RSA,M,VET
2108,09:21:16,17372,RSA,M,SEN
2109,09:21:18,24396,RSA,M,VET
2110,09:21:18,56388,RSA,M,SEN
2111,09:21:20,40600,RSA,M,VET
2112,09:21:22,50578,RSA,M,VET
2113,09:21:22,57278,RSA,M,SEN
2114,09:21:24,25837,RSA,M,SEN
2115,09:21:27,25661,SUI,F,VET
2116,09:21:28,22003,SUI,M,SEN
2117,09:21:30,13613,RSA,M,VET
2118,09:21:30,58725,RSA,M,VET
2119,09:21:32,57329,RSA,F,SEN
2120,09:21:32,16283,RSA,M,SEN
2121,09:21:34,54588,RSA,M,VET
2122,09:21:38,47726,RSA,M,SEN
2123,09:21:41,59932,RSA,M,VET
2124,09:21:48,37651,RSA,M,VET
2125,09:21:48,41098,RSA,M,VET
2126,09:21:50,51537,RSA,M,SEN
2127,09:21:50,41657,RSA,M,SEN
2128,09:21:55,20757,AUS,M,SEN
2129,09:21:58,54186,RSA,F,SEN
2130,09:21:59,53821,RSA,M,VET
2131,09:21:59,27597,RSA,M,SEN
2132,09:22:00,54950,RSA,M,SEN
2133,09:22:02,3402,RSA,M,SEN
2134,09:22:04,56577,RSA,M,SEN
2135,09:22:05,48968,RSA,M,SEN
2136,09:22:05,59579,RSA,M,VET
2137,09:22:08,55790,RSA,M,VET
2138,09:22:12,52432,RSA,M,VET
2139,09:22:18,25835,RSA,M,VET
2140,09:22:25,15126,RSA,M,GM
2141,09:22:27,56007,GBR,M,SEN
2142,09:22:30,53181,RSA,M,SEN
2143,09:22:32,45973,RSA,M,VET
2144,09:22:35,41257,RSA,M,SEN
2145,09:22:35,42966,RSA,M,SEN
2146,09:22:38,34271,RSA,M,SEN
2147,09:22:39,6029,RSA,M,GM
2148,09:22:41,51470,RSA,M,VET
2149,09:22:41,48550,RSA,M,SEN
2150,09:22:41,38171,RSA,M,VET
2151,09:22:49,13618,RSA,M,GM
2152,09:22:56,28522,RSA,M,VET
2153,09:23:05,28102,RSA,M,VET
2154,09:23:12,4587,RSA,M,MAS
2155,09:23:15,50884,RSA,M,SEN
2156,09:23:16,28330,RSA,M,SEN
2157,09:23:17,50311,RSA,M,VET
2158,09:23:21,49552,RSA,M,VET
2159,09:23:21,49072,GBR,M,VET
2160,09:23:25,40496,RSA,M,VET
2161,09:23:25,31789,RSA,M,SEN
2162,09:23:27,23220,RSA,M,SEN
2163,09:23:28,50158,RSA,M,VET
2164,09:23:30,6357,RSA,M,MAS
2165,09:23:30,35967,RSA,M,SEN
2166,09:23:30,59251,RSA,M,SEN
2167,09:23:31,59513,RSA,M,SEN
2168,09:23:31,20238,AUS,M,VET
2169,09:23:32,41002,RSA,M,SEN
2170,09:23:34,31229,RSA,M,SEN
2171,09:23:36,26905,RSA,M,MAS
2172,09:23:38,53744,RSA,M,SEN
2173,09:23:41,15093,RSA,F,VET
2174,09:23:45,42350,RSA,M,VET
2175,09:23:45,56016,RSA,M,SEN
2176,09:23:46,42723,RSA,M,VET
2177,09:23:47,55639,RSA,M,SEN
2178,09:23:50,48800,RSA,M,SEN
2179,09:23:56,41151,RSA,M,SEN
2180,09:24:09,50642,RSA,M,VET
2181,09:24:09,17116,RSA,M,SEN
2182,09:24:10,47302,RSA,M,SEN
2183,09:24:10,33782,RSA,M,SEN
2184,09:24:16,5667,RSA,F,VET
2185,09:24:18,47239,RSA,M,VET
2186,09:24:18,24053,RSA,M,SEN
2187,09:24:24,37054,RSA,M,MAS
2188,09:24:29,54422,RSA,M,MAS
2189,09:24:29,59896,RSA,M,VET
2190,09:24:32,26532,RSA,M,SEN
2191,09:24:33,5981,RSA,M,GM
2192,09:24:43,39294,RSA,M,SEN
2193,09:24:45,22495,RSA,M,SEN
2194,09:24:49,23836,RSA,M,VET
2195,09:24:52,24503,RSA,M,MAS
2196,09:25:00,17554,RSA,M,VET
2197,09:25:00,46198,RSA,M,VET
2198,09:25:02,17891,RSA,M,MAS
2199,09:25:03,36387,USA,M,SEN
2200,09:25:04,34336,RSA,M,SEN
2201,09:25:06,54366,RSA,M,VET
2202,09:25:07,59317,RSA,M,SEN
2203,09:25:14,50050,RSA,M,VET
2204,09:25:17,20733,AUS,M,VET
2205,09:25:25,44772,RSA,M,VET
2206,09:25:29,56158,RSA,M,VET
2207,09:25:30,26562,RSA,M,SEN
2208,09:25:30,45438,RSA,M,SEN
2209,09:25:35,55631,RSA,M,SEN
2210,09:25:40,29471,RSA,M,MAS
2211,09:25:41,53622,RSA,M,VET
2212,09:25:42,41836,RSA,M,SEN
2213,09:25:43,31927,RSA,F,SEN
2214,09:25:43,53343,RSA,M,SEN
2215,09:25:47,48101,GBR,M,VET
2216,09:25:48,44199,RSA,M,VET
2217,09:25:49,27201,RSA,M,SEN
2218,09:25:49,29638,RSA,M,SEN
2219,09:25:51,56134,RSA,M,VET
2220,09:25:53,39767,RSA,M,SEN
2221,09:25:54,48700,RSA,F,VET
2222,09:25:54,20607,GBR,F,VET
2223,09:25:55,25335,RSA,M,MAS
2224,09:25:56,58000,RSA,M,SEN
2225,09:25:56,23524,RSA,M,SEN
2226,09:25:57,27703,RSA,M,SEN
2227,09:25:58,28115,RSA,M,VET
2228,09:26:01,10985,RSA,M,SEN
2229,09:26:02,11407,RSA,M,GM
2230,09:26:05,47277,RSA,M,MAS
2231,09:26:05,50613,AUS,M,VET
2232,09:26:06,54937,SWE,M,SEN
2233,09:26:07,31136,RSA,M,MAS
2234,09:26:08,30922,RSA,F,VET
2235,09:26:08,45777,RSA,M,SEN
2236,09:26:15,18733,RSA,M,VET
2237,09:26:16,25277,RSA,M,SEN
2238,09:26:20,19820,RSA,M,SEN
2239,09:26:21,57905,RSA,M,VET
2240,09:26:27,19577,RSA,M,SEN
2241,09:26:31,49258,RSA,M,VET
2242,09:26:39,36204,RSA,M,VET
2243,09:26:39,55180,NZL,F,MAS
2244,09:26:43,39217,RSA,F,VET
2245,09:26:43,12947,RSA,M,SEN
2246,09:26:45,24608,RSA,M,VET
2247,09:26:45,18431,RSA,F,SEN
2248,09:26:48,48924,RSA,M,VET
2249,09:26:48,27767,RSA,M,SEN
2250,09:26:49,21681,BLG,M,SEN
2251,09:26:51,8616,RSA,M,VET
2252,09:26:51,20966,USA,F,VET
2253,09:27:01,48597,GER,M,MAS
2254,09:27:15,51507,RSA,M,MAS
2255,09:27:15,25408,RSA,M,VET
2256,09:27:19,19383,RSA,M,MAS
2257,09:27:22,49057,RSA,M,SEN
2258,09:27:25,10561,RSA,M,VET
2259,09:27:25,50921,RSA,M,VET
2260,09:27:28,49570,RSA,M,VET
2261,09:27:33,49204,RSA,M,SEN
2262,09:27:37,31535,GBR,M,MAS
2263,09:27:38,49541,SUI,M,MAS
2264,09:27:38,54964,RSA,M,SEN
2265,09:27:40,36530,RSA,M,VET
2266,09:27:47,56551,RSA,M,SEN
2267,09:27:49,49602,RSA,M,SEN
2268,09:27:49,41992,RSA,M,MAS
2269,09:27:54,32075,RSA,M,VET
2270,09:27:55,56987,GBR,M,SEN
2271,09:27:59,48268,RSA,M,SEN
2272,09:27:59,12291,RSA,M,SEN
2273,09:28:08,7909,RSA,M,MAS
2274,09:28:09,46239,RSA,M,VET
2275,09:28:11,30197,RSA,M,SEN
2276,09:28:15,21767,RSA,M,VET
2277,09:28:24,50431,RSA,M,SEN
2278,09:28:25,28583,RSA,M,VET
2279,09:28:25,13206,RSA,M,SEN
2280,09:28:32,28639,RSA,M,SEN
2281,09:28:32,28579,RSA,M,SEN
2282,09:28:35,55219,RSA,M,SEN
2283,09:28:35,38168,RSA,M,SEN
2284,09:28:38,28655,RSA,M,SEN
2285,09:28:39,45581,RSA,M,SEN
2286,09:28:39,49596,RSA,M,SEN
2287,09:28:42,56116,RSA,M,SEN
2288,09:28:45,24897,GAB,M,VET
2289,09:28:45,46056,GBR,F,SEN
2290,09:28:46,26015,RSA,F,MAS
2291,09:28:48,54479,RSA,M,SEN
2292,09:28:59,30960,RSA,F,SEN
2293,09:29:07,23572,RSA,M,SEN
2294,09:29:07,50395,RSA,M,SEN
2295,09:29:09,38121,RSA,M,VET
2296,09:29:10,55132,RSA,M,SEN
2297,09:29:14,27271,RSA,M,SEN
2298,09:29:15,56344,RSA,M,SEN
2299,09:29:16,33682,RSA,M,SEN
2300,09:29:17,18573,RSA,M,VET
2301,09:29:17,50348,CAN,F,VET
2302,09:29:18,55657,CAN,M,VET
2303,09:29:23,19041,RSA,F,VET
2304,09:29:24,18837,RSA,M,VET
2305,09:29:24,41319,RSA,M,SEN
2306,09:29:33,50873,POR,M,SEN
2307,09:29:35,45657,RSA,M,SEN
2308,09:29:36,29624,RSA,M,MAS
2309,09:29:37,39069,RSA,M,SEN
2310,09:29:37,10139,RSA,M,SEN
2311,09:29:37,42962,BRA,M,MAS
2312,09:29:39,39285,RSA,M,VET
2313,09:29:44,30664,RSA,M,VET
2314,09:29:52,51710,RSA,M,SEN
2315,09:29:54,33149,RSA,M,VET
2316,09:30:01,32881,RSA,M,SEN
2317,09:30:03,27618,RSA,M,SEN
2318,09:30:08,20255,RSA,F,VET
2319,09:30:08,25570,RSA,M,SEN
2320,09:30:09,41288,RSA,M,VET
2321,09:30:21,53962,RSA,F,SEN
2322,09:30:23,35645,RSA,M,GM
2323,09:30:32,56803,RSA,M,VET
2324,09:30:44,21976,RSA,M,VET
2325,09:30:47,41888,RSA,M,VET
2326,09:30:48,10157,RSA,M,SEN
2327,09:30:49,55135,RSA,M,SEN
2328,09:30:51,55935,RSA,M,SEN
2329,09:30:57,37003,RSA,M,SEN
2330,09:31:01,47013,RSA,M,SEN
2331,09:31:03,52223,RSA,M,SEN
2332,09:31:08,5543,RSA,M,VET
2333,09:31:09,34656,RSA,M,VET
2334,09:31:09,23223,RSA,M,VET
2335,09:31:09,55122,RSA,M,VET
2336,09:31:09,27195,RSA,M,VET
2337,09:31:09,20915,RSA,M,SEN
2338,09:31:09,22382,RSA,M,SEN
2339,09:31:10,56800,RSA,M,MAS
2340,09:31:10,18955,RSA,M,SEN
2341,09:31:14,18214,RSA,M,VET
2342,09:31:15,40880,RSA,M,SEN
2343,09:31:21,18212,RSA,M,MAS
2344,09:31:21,27313,LES,M,SEN
2345,09:31:24,30362,RSA,F,VET
2346,09:31:30,32024,RSA,M,MAS
2347,09:31:43,50298,RSA,M,VET
2348,09:31:51,47552,RSA,M,VET
2349,09:31:52,54906,RSA,M,VET
2350,09:31:52,24197,RSA,M,VET
2351,09:31:53,21021,RSA,M,VET
2352,09:31:54,52820,RSA,F,SEN
2353,09:31:55,24962,RSA,M,SEN
2354,09:31:58,25199,BRA,M,SEN
2355,09:32:00,19364,RSA,M,SEN
2356,09:32:03,24880,RSA,M,VET
2357,09:32:09,27958,RSA,M,SEN
2358,09:32:24,26103,RSA,M,SEN
2359,09:32:25,13940,NED,M,MAS
2360,09:32:27,45602,RSA,M,SEN
2361,09:32:27,56272,USA,M,SEN
2362,09:32:29,53686,RSA,M,VET
2363,09:32:36,1300,RSA,M,SEN
2364,09:32:36,36799,RSA,M,VET
2365,09:32:38,41840,RSA,M,SEN
2366,09:32:49,49603,RSA,M,VET
2367,09:32:52,51882,RSA,M,VET
2368,09:32:53,10524,RSA,M,SEN
2369,09:32:53,55068,RSA,M,VET
2370,09:32:59,13212,RSA,M,VET
2371,09:33:01,53936,RSA,M,VET
2372,09:33:01,53836,RSA,M,SEN
2373,09:33:04,48326,RSA,M,VET
2374,09:33:05,36357,GBR,M,VET
2375,09:33:07,37621,RSA,M,VET
2376,09:33:08,27801,RSA,M,SEN
2377,09:33:13,40360,RSA,M,SEN
2378,09:33:13,53925,RSA,M,SEN
2379,09:33:18,57960,RSA,M,SEN
2380,09:33:20,51056,RSA,F,MAS
2381,09:33:35,11536,RSA,M,SEN
2382,09:33:37,39166,RSA,M,SEN
2383,09:33:37,32448,RSA,F,SEN
2384,09:33:41,10207,RSA,M,SEN
2385,09:33:41,52391,RSA,M,VET
2386,09:33:47,24581,RSA,M,SEN
2387,09:33:48,9964,RSA,M,MAS
2388,09:33:49,39091,RSA,M,SEN
2389,09:33:49,24710,RSA,M,SEN
2390,09:33:49,57749,RSA,M,VET
2391,09:33:50,17361,RSA,M,SEN
2392,09:33:50,45440,MAS,M,SEN
2393,09:33:53,32361,RSA,M,VET
2394,09:33:53,17718,RSA,M,SEN
2395,09:33:54,47288,RSA,F,SEN
2396,09:34:00,18544,RSA,M,MAS
2397,09:34:00,16557,RSA,M,SEN
2398,09:34:03,10950,RSA,M,SEN
2399,09:34:04,29554,RSA,F,VET
2400,09:34:10,24715,RSA,M,VET
2401,09:34:11,55892,RSA,M,VET
2402,09:34:13,19905,RSA,M,VET
2403,09:34:14,36280,RSA,F,VET
2404,09:34:16,46373,RSA,M,SEN
2405,09:34:16,43988,RSA,M,SEN
2406,09:34:18,13630,RSA,M,VET
2407,09:34:27,22118,RSA,M,SEN
2408,09:34:28,55191,RSA,M,SEN
2409,09:34:28,40286,RSA,M,SEN
2410,09:34:32,36158,RSA,F,SEN
2411,09:34:32,36567,RSA,F,SEN
2412,09:34:32,29668,RSA,M,SEN
2413,09:34:33,59545,RSA,M,VET
2414,09:34:34,20738,RSA,F,SEN
2415,09:34:39,34023,RSA,M,SEN
2416,09:34:41,12268,RSA,M,SEN
2417,09:34:42,22215,RSA,M,VET
2418,09:34:43,53435,RSA,M,SEN
2419,09:34:45,25931,NED,F,VET
2420,09:34:46,22142,RSA,M,VET
2421,09:34:50,49153,RSA,M,VET
2422,09:34:57,17867,RSA,M,SEN
2423,09:34:57,31850,RSA,F,SEN
2424,09:35:02,57272,RSA,M,SEN
2425,09:35:04,44070,GER,M,VET
2426,09:35:04,11127,RSA,M,SEN
2427,09:35:10,36257,RSA,F,SEN
2428,09:35:11,23280,RSA,M,SEN
2429,09:35:12,50488,GBR,M,SEN
2430,09:35:13,53616,RSA,M,SEN
2431,09:35:13,15303,RSA,M,SEN
2432,09:35:16,53234,RSA,M,VET
2433,09:35:16,15711,RSA,F,SEN
2434,09:35:16,49313,RSA,M,SEN
2435,09:35:18,37434,RSA,M,SEN
2436,09:35:21,22306,RSA,M,VET
2437,09:35:22,45183,RSA,M,SEN
2438,09:35:26,42406,RSA,M,VET
2439,09:35:28,20575,RSA,M,VET
2440,09:35:31,48549,RSA,F,SEN
2441,09:35:32,17872,RSA,M,VET
2442,09:35:36,54562,RSA,M,SEN
2443,09:35:37,17254,RSA,M,SEN
2444,09:35:38,26637,RSA,M,SEN
2445,09:35:38,16530,RSA,M,VET
2446,09:35:39,28572,RSA,M,SEN
2447,09:35:39,54898,RSA,M,VET
2448,09:35:40,54660,GBR,M,MAS
2449,09:35:42,45553,RSA,M,SEN
2450,09:35:47,46393,RSA,M,VET
2451,09:35:47,55929,RSA,M,SEN
